,Adair,Adams,Allamakee,Appanoose,Audubon,Benton,Black Hawk,Boone,Bremer,Buchanan,Buena Vista,Butler,Calhoun,Carroll,Cass,Cedar,Cerro Gordo,Cherokee,Chickasaw,Clarke,Clay,Clayton,Clinton,Crawford,Dallas,Davis,Decatur,Delaware,Des Moines,Dickinson,Dubuque,Emmet,Fayette,Floyd,Franklin,Fremont,Greene,Grundy,Guthrie,Hamilton,Hancock,Hardin,Harrison,Henry,Howard,Humboldt,Ida,Iowa,Jackson,Jasper,Jefferson,Johnson,Jones,Keokuk,Kossuth,Lee,Linn,Louisa,Lucas,Lyon,Madison,Mahaska,Marion,Marshall,Mills,Mitchell,Monona,Monroe,Montgomery,Muscatine,Osceola,Page,Palo Alto,Plymouth,Pocahontas,Polk,Pottawattamie,Poweshiek,Ringgold,Sac,Scott,Shelby,Sioux,Story,Tama,Taylor,Union,Van Buren,Wapello,Warren,Washington,Wayne,Webster,Winnebago,Winneshiek,Woodbury,Worth,Wright
Jefferson,0.00691338718992694,0.00638288492698436,0.00573099250201432,0.0168037254485905,0.00579930212167455,0.013195391613017,0.00899863053081085,0.00730334177813288,0.00774367087230321,0.00933318482996983,0.00465809323904199,0.00760115122859418,0.00546980960022315,0.00565864609320174,0.00602689326995332,0.0141425117352033,0.00613657204674616,0.00406071491457488,0.00640363567758859,0.00969784832974516,0.00421504929281986,0.00711170539618676,0.0100548733797991,0.00497354376546162,0.00794396788396012,0.0281315550246392,0.00938866815289696,0.00902330563767156,0.020724082769654,0.0039817205930221,0.00769014084907297,0.00431702376782738,0.00765322876836369,0.00625935872538532,0.00708365157342472,0.00460274148496167,0.00632487867747923,0.00889586435238141,0.00655743014983909,0.00712023069964284,0.00551724029519752,0.00803892985880677,0.00426811075308492,0.0486372564358131,0.00589992710109117,0.0054766762248146,0.00445194426448042,0.0205172086271049,0.00805182384541312,0.0128570057897338,0,0.0224972242134444,0.0103125654000849,0.0400633364944748,0.00489207691394442,0.0216233706105638,0.0125709982051956,0.020865301006327,0.0125440872329188,0.00325752153292373,0.00883658423206077,0.0214902591914453,0.0143659999833811,0.0106450222002802,0.00457664758348195,0.00555277713575538,0.00402101048852208,0.017916108434185,0.00541843505106932,0.0167350816155678,0.00373229097508587,0.00546198553329022,0.00462233239452398,0.00349667522067769,0.00512754034437517,0.0109862950770215,0.00450954932486728,0.0175406798769449,0.00738910943780015,0.00487037121120599,0.0106663872364749,0.00519480398903851,0.00340929330662182,0.00896250499276944,0.0120062435697487,0.00622094991958818,0.00743913832949498,0.0372556639798165,0.0469143790800519,0.0111953942424687,0.0273026241561385,0.0118337833323719,0.00616688050374821,0.00490490219570962,0.00576450584485351,0.00375915851587846,0.00526169171981074,0.00599092607566945
Johnson,0.00557180427834508,0.00510679757902391,0.00702074050428199,0.00941983879727224,0.00494420037400849,0.0190574856525604,0.0113021968638503,0.00655541194988756,0.00925078659112368,0.0131437676486443,0.00432401289468412,0.00843355294068476,0.00502801435021443,0.00497284727152609,0.00494654700678448,0.0345070955068797,0.00654556092265383,0.00374568286523568,0.00744555567500111,0.00706335532871364,0.00398980304910247,0.00954741277126849,0.0151959094814851,0.00437648124468532,0.0065928878910941,0.0118490873975338,0.00669606603234614,0.0135450135118615,0.015856779790652,0.00382139530461463,0.0109107242931756,0.00420814992978116,0.00996581633040118,0.00685683264924535,0.00741350489993182,0.00379438837548714,0.0056041802452456,0.00978059414071086,0.00555835965271824,0.00685836072848255,0.00556615773871208,0.00813457245132245,0.00370367005492034,0.0215699493757527,0.00676594815629908,0.00529538896110097,0.00402350069264493,0.0298047598334842,0.011463978574977,0.0106368377080928,0.0210082687262861,0,0.0177237577888169,0.0236970263668485,0.0048770138698011,0.0129392135522089,0.0224475233239641,0.0281917227534101,0.0085329665129336,0.00304442581500492,0.00692695950308958,0.0135454435549968,0.0105947111225135,0.010806473887167,0.00382648751947102,0.00607542478589935,0.00356172648012852,0.0105824297187778,0.00442743217489962,0.0314152730731488,0.00352964971320142,0.00437066995683185,0.00443502361627959,0.00319679196986247,0.00480770175260643,0.0088065077474685,0.00382734592221403,0.0162986970924853,0.00555557792914637,0.0044315593580759,0.0164181354514419,0.00446524410919662,0.00315888472698614,0.00817236963670192,0.0142997288469407,0.00485661009456791,0.00573253025802281,0.014014246221927,0.0161030869624383,0.00877328162829218,0.112475959103136,0.00770941546711167,0.00581031754570448,0.00500267193818968,0.00685822649258608,0.00339061712767516,0.00554097519734668,0.005962127335692
Jones,0.00555078767807917,0.00510247434454501,0.0131719530937334,0.00750003524119658,0.00519219966938887,0.020294965875904,0.0164929775429704,0.00694899120578091,0.0136907733537098,0.0251171098833109,0.004977128798609,0.011036264008138,0.00565035773422291,0.005356558018158,0.00504451350924597,0.0367281410659191,0.00864492650873218,0.00432129692787512,0.011450592291019,0.00645628405413697,0.00472400884530339,0.023328855189089,0.0237809574686177,0.00476862040394654,0.00656369606240189,0.00851603740311199,0.00610233498717442,0.044212402327928,0.0108319974414532,0.00461542141781551,0.0328632493079584,0.00515199272648908,0.0191424909898742,0.00941531135433782,0.0091703893750135,0.0039433357865818,0.00600488572845398,0.0117601560787144,0.00574473995516615,0.0077412021785877,0.00692891392470745,0.00932986505892452,0.00402263107124824,0.0117456786031697,0.0103847807546182,0.00626663717020445,0.00452366492132933,0.0174143126387609,0.0266567115182467,0.00944972575177162,0.0114457059887449,0.0210654309876856,0,0.0128367237906477,0.00607348871108703,0.0092244969144284,0.0341477968129436,0.0154161807971395,0.00734310805777339,0.00359725264608901,0.00660125971730395,0.00999604480716135,0.00892731071706812,0.0111544112440259,0.0040201761457587,0.00858716480993517,0.00395042208538873,0.00831784178755762,0.00453518648317251,0.0196888626983764,0.00420418457875333,0.0044132021524545,0.00529655302921322,0.0036782945775541,0.00554513616238569,0.00811505570069371,0.00407113666378114,0.0125925131551364,0.00530376856686591,0.00498381404695475,0.0231562778262497,0.00475869921841181,0.00369067744608509,0.00838998284558053,0.0150829112242569,0.00479217382046897,0.00553563312927937,0.00933127487752478,0.010279557247822,0.00799289099986119,0.0182366633290121,0.00664102348283874,0.00658619059324995,0.00642848797750862,0.0116945997492643,0.00383723099145523,0.00740177187341265,0.00719809228596285
Keokuk,0.00714899659685854,0.0064479938481887,0.00593946452324204,0.0151904114088693,0.00602417984066813,0.0173259667378853,0.0105814584003939,0.00812525100101624,0.00882481537407038,0.0106786528294049,0.00486510025214914,0.00873850444725203,0.00582228919369843,0.00594901449069797,0.00614525976939496,0.0141992508624238,0.00676449972904622,0.00416725282784513,0.00701069295180891,0.0100214729708668,0.00437287540988392,0.00744028266322523,0.00928255125401269,0.00513262562741471,0.00866612588955918,0.0202023197880818,0.00933973335555731,0.00979534455878704,0.0134712897626608,0.00411665123979485,0.00777377661675805,0.0045128939296829,0.00843141135441776,0.006906148511583,0.00804276258604589,0.00450132951384665,0.00680220810749982,0.0106714271189803,0.00694290465491381,0.00803562436851451,0.00597810272015739,0.00938671899568883,0.00428742036638069,0.0221899964507665,0.00636894990403416,0.00590143962178968,0.00458288177300562,0.0339562790006334,0.00778543648835798,0.0166068770047544,0.0374456635969527,0.0237184847639053,0.0108101754632759,0,0.00520512296990794,0.0131996448770173,0.0149298725247729,0.0158297956132342,0.0133073456998632,0.00328765628740779,0.00952130734629782,0.0307479999137294,0.0180187475526299,0.0135282742441788,0.00452449758660572,0.00599087284945587,0.00405618371023415,0.0191238667019659,0.00540032211251638,0.0143881590758597,0.00382321868249744,0.00534921698116186,0.00486019488942569,0.00352618635828063,0.00543794800712852,0.0129732101140689,0.00449805258256764,0.0289734112646395,0.00725902687250465,0.00508288530640081,0.00975066993393301,0.00532784270982301,0.00344560399709369,0.010552802128005,0.0158542738208665,0.00610331464134472,0.00752163725101325,0.0182889330473735,0.0414963629254855,0.0130978185577137,0.0268063690787274,0.0113935897698515,0.0067390882224067,0.00522395135854415,0.00610096770105833,0.00379674852611335,0.00565434985649628,0.00657341583309356
Kossuth,0.00705137371036806,0.00633066112819293,0.00662219719146225,0.00524990078281862,0.00832475474494661,0.00734669319294818,0.00906736888288798,0.0115666022907436,0.0102973327545729,0.00758238164773657,0.0152631207403377,0.0126657051019067,0.0150455238960263,0.0101287954136439,0.00685210612463523,0.0053445983876948,0.0191032989827698,0.011124880406944,0.010910376536752,0.00624968750378867,0.0171562428363232,0.00630469991380641,0.00459853489553508,0.00910931192007553,0.00851529097182933,0.00502001289752404,0.0057361711844462,0.00651647861807384,0.00427553707545981,0.0177805103623233,0.00540716372331949,0.0318463286666117,0.00796250245745096,0.015583362173831,0.0160424953202652,0.00504601197803715,0.0112084578290865,0.010947946760504,0.00874784191257408,0.0153363280832649,0.0443289716644759,0.0131337284831783,0.0066194026556842,0.0047634792291728,0.0109904121468634,0.030472659186602,0.0102594314557976,0.00644685050579115,0.00478474569076048,0.00782898403309674,0.00514144336392982,0.00548888893310979,0.00575114262879797,0.00585286298066618,0,0.00419834124319105,0.00661249402690128,0.00468129615188251,0.00617634583147626,0.00805796719276149,0.00732607756738278,0.00631159002528721,0.00701557592530358,0.00951286989807387,0.00551867754434824,0.0152529118063601,0.00721940306792448,0.00586572988338649,0.00592477477105957,0.00480943056135664,0.0123567319809264,0.00527681146386871,0.0282198841242202,0.00763521358875539,0.0193267831031997,0.00787062468764113,0.00602300066810474,0.0071298761657711,0.00552351617713244,0.0124233300648332,0.00460149256344221,0.00791728735240192,0.00822214643110141,0.0104139963174133,0.00831578002359418,0.00541991243869834,0.00616918140237335,0.00458540840125401,0.00546889981356845,0.00760029619451531,0.00537444859397721,0.00542814815703398,0.0176445963085939,0.05187358917637,0.00824815105533771,0.00764860827018287,0.024056764336829,0.0276104436827197
Lee,0.00730430363380716,0.00695234814702103,0.00655217778421926,0.0153544039271526,0.00625168201237252,0.0114920026258313,0.00880236583611414,0.00732810516156214,0.0078499068006728,0.00934147355276944,0.00513197384697782,0.00761267588243924,0.00585105280474637,0.00606865004807133,0.0065610264602806,0.0148080199831797,0.00644342952451231,0.00458396061519277,0.00681265303838554,0.00963420453623774,0.00471390032979117,0.0079665524597775,0.0129135801507371,0.00548141570892887,0.00792946501080654,0.0220780617497263,0.00968121632845294,0.00952558254506163,0.0610253883868063,0.00449047590171557,0.00894595254220253,0.00480615080894709,0.00805257252122899,0.00657899335290825,0.00716109066665537,0.00537030735715239,0.00659568939472495,0.00850241581886348,0.00686601588967822,0.00715295592253634,0.00588176603175027,0.00783814493383236,0.00487754138166922,0.0433139640622203,0.00639005849478694,0.00583544451850472,0.00497077333369805,0.0147656861283891,0.00993033504032954,0.0108300575543092,0.0288752282408973,0.0185032743018855,0.0110986167208273,0.0188586180328434,0.00533442961836492,0,0.0117562009277646,0.0268917896410137,0.0114593605833745,0.00378835333322268,0.00871004841047997,0.0147128158820507,0.0117779874643765,0.0095466861963389,0.00528042241687316,0.00600661289076734,0.00460080716823984,0.0143283325997052,0.00609741879446547,0.020023369005661,0.00425362229973834,0.00625318758962971,0.00508592062761277,0.00404580443451747,0.00554281199657837,0.00989658457202848,0.00516334875396062,0.0129572436806286,0.00808276305582972,0.00534040138602966,0.0137513085494803,0.00572568303220918,0.00394659058010931,0.00847629314132351,0.0105101451580105,0.00699473335443791,0.00791359282599324,0.0489969701665266,0.0211428086947194,0.0100714870407437,0.0207172984619726,0.011796909786131,0.00641310147928064,0.00536037484636861,0.00640994827685342,0.00431997295094104,0.00570332792731965,0.00626942255413632
Linn,0.00581168843689435,0.00525452363394763,0.0102366511215544,0.00795322036842273,0.00537451613237579,0.0438173064006069,0.0220230507753024,0.00762670231003093,0.0157947469952143,0.0330927962668832,0.00503356499125303,0.0128185211273577,0.00587324490922467,0.00556215019073702,0.00519400497311262,0.0258065683551223,0.0091326890112758,0.00428404140840957,0.0115361221605629,0.00690221806142444,0.00469460923197133,0.0154378114065251,0.0136264473685741,0.0048523486505437,0.00713364422263274,0.00896178071250329,0.00641173270916258,0.0295503895138819,0.00972411239322263,0.00453314053867873,0.0154359742106834,0.00510558885869024,0.018632715227753,0.00990402183623084,0.010301034066856,0.00390817640439955,0.00637354775233683,0.0148405557316155,0.00606313193475229,0.00860689557996634,0.00718694151250784,0.0109208560778997,0.00400021939642638,0.0116189405283732,0.0100702169522352,0.00652527506765604,0.00454261474171331,0.0270262836341919,0.0131832371810467,0.0114146985521337,0.0122504007498085,0.023425433462843,0.0299824660300425,0.0155661859696,0.00613132087188567,0.00857917443109387,0,0.0134909515207603,0.00802811541009051,0.00346583327385316,0.00716039093815887,0.0118092022455136,0.0104404093275121,0.0144423389146136,0.0039992835786303,0.00854321613966433,0.00390994733047101,0.0092177379924308,0.00458584532871893,0.0157624507426383,0.00410638673667121,0.00443242970312281,0.00533360604456305,0.00358320555401122,0.00570118111171903,0.0093145647558694,0.00405838436819895,0.0170795783252444,0.00545343534874354,0.00507416353683274,0.0138521436171397,0.00485169004398863,0.00357950344350828,0.00973766286289067,0.0234424999272307,0.00486329149386542,0.00576552772026783,0.0092812432293141,0.0114490225981426,0.00911492912656958,0.0198341689969367,0.00700189258988094,0.00703591276274971,0.00643581142454191,0.0102549858817463,0.00377076870062532,0.00743307382629318,0.00765296238612626
Louisa,0.00599731045647223,0.00560168695362673,0.0072696228584762,0.0105852052927294,0.00530237550860197,0.0138313574458022,0.00986698572648246,0.00661759822894656,0.00852309924934902,0.0112227862817229,0.00460050471849302,0.00789548551597192,0.00525688818299499,0.00527280089650084,0.0053889223922167,0.0271197186181406,0.00646217436021835,0.00405796245807827,0.00724622218707196,0.00758248701532186,0.00426935869461174,0.0094966135827992,0.0203184850017959,0.00471955541917588,0.00680724440224755,0.0138500910551801,0.00736733362348081,0.0121012849828101,0.037256446997917,0.004100923595909,0.0113889798651724,0.00445755797749827,0.00926492139805558,0.00671999843215491,0.00714141580055205,0.0042959297392401,0.00582358759870889,0.00883565177318355,0.00586659544273944,0.00676619990267688,0.00565501929866877,0.00771352424603332,0.00409864694900431,0.0352168916207188,0.00672340288047091,0.0054433907180422,0.00434734453819045,0.0181301599978084,0.013283421269287,0.00993761072746269,0.0236926982093552,0.0342807375038502,0.0157721461671062,0.0192313937163198,0.00505782973406733,0.0228669130175999,0.0157199774316897,0,0.00899090539742668,0.00335746997483666,0.00723421634218743,0.0127796752004798,0.0102386256588166,0.00961487575608132,0.00429225632093611,0.00610715257249005,0.00392745034314517,0.0110429576959503,0.00492038211675826,0.0665712953298489,0.00382861468512814,0.00492673223857416,0.00467564681082529,0.00352811151308351,0.00503546054437643,0.00867181616930611,0.00426051542196406,0.0132445980170185,0.00620443802867059,0.0047234429001236,0.0228606664479763,0.00484352019164896,0.0034783135632867,0.00789066274426967,0.0115641817299503,0.0054517646032528,0.00627020561629838,0.0199251224606527,0.016586781277407,0.00870831501188924,0.0385661768503228,0.00857445197698209,0.0059157271625058,0.00516657572960692,0.00693134535289775,0.00373524315669924,0.00563720641591165,0.00599662301161106
Lucas,0.0138515373214734,0.01192809655859,0.00443274224413312,0.0264889503290231,0.00934432798533757,0.0089014228663811,0.00732199374541992,0.0111429694566965,0.00667861706248667,0.00671385790623999,0.00586873049968736,0.00731551591396423,0.00733909635183125,0.0084777692492063,0.0105365808963796,0.00679919597250274,0.00618261792476076,0.00499736332234422,0.00560747519021623,0.0391334564613836,0.00499076494965369,0.00505138185795942,0.00537439639386107,0.00707833389803244,0.0160549827927207,0.0161748394007998,0.0298795417178847,0.00600094395493252,0.00727659009069128,0.00453483146928769,0.00498915938414431,0.00485359300667932,0.00586091737533618,0.00603193936709235,0.00751481714611059,0.00665151117980783,0.0096592065575264,0.00866746286935646,0.0113784889065147,0.00899660903760622,0.00607928290687037,0.00914614692841842,0.00583867885254225,0.00920377029043787,0.00520341895588953,0.00658003076637826,0.00582514247929831,0.0104990680146985,0.0048749563833701,0.0201609459365714,0.0115189929749755,0.00839100851514361,0.00607546463286422,0.0130741201103157,0.00539653842421805,0.00788013756959372,0.00756499287612488,0.00727091399750805,0,0.00372696713237106,0.0239855080118955,0.0225125923465989,0.0302564176649098,0.0114094854476684,0.00661647384710165,0.00525540281652771,0.00525669452261313,0.0382452074992298,0.00875918322873821,0.00681769773694152,0.00430769382998217,0.00877809743252281,0.0054416025697738,0.0042059445694782,0.00648328248416714,0.0247189121368583,0.00643647685850053,0.01417140792982,0.0156272822422028,0.00646231381980459,0.00552887077203899,0.00782677070450173,0.00399386957343863,0.0130435160910821,0.00983607120402902,0.0110764196476763,0.016751645620152,0.0102847143233502,0.0157204824788592,0.0285202614241859,0.00874037073874918,0.0377102939267947,0.00803896318738253,0.00517511726285119,0.00473920580954353,0.00469883348367515,0.00529020475386625,0.00688350564084361
Lyon,0.00859827500341498,0.0083410393831965,0.00572776540435909,0.005880880326306,0.0106361641985153,0.00630824670946608,0.00684720991333897,0.00970527881871652,0.00718334481765539,0.00623031619717877,0.0179038885757079,0.00793620683414003,0.0132985048240572,0.0118851528487237,0.0091401149025417,0.00520245812618756,0.00895690850935238,0.0263624384700593,0.00728846009545248,0.00711098110340215,0.0224431741162045,0.00556790854126334,0.00468731842202135,0.0134180160632982,0.00873489956702136,0.00551818696600701,0.00679392433844778,0.00571819290765083,0.00467276371976301,0.0229968169508329,0.00510832554731108,0.0168134187180868,0.00632017218195288,0.00836754649063492,0.00881369828065968,0.00824905929648722,0.0108878329514416,0.00766847323486006,0.00986539267062894,0.00968873641064188,0.0110103885919277,0.00857113911149468,0.0126969489105154,0.00506565610840706,0.00732445411807233,0.0125360417993376,0.0181058582185662,0.00599305409340809,0.00475633579578614,0.00720866304717149,0.00538349098313739,0.00538791534254807,0.00535638475753138,0.00581311193274768,0.0126709859682676,0.00468840520148164,0.00587765147051025,0.00488651193797935,0.00670744020370327,0,0.00790989916086218,0.00631149858334764,0.00689266937955472,0.00750077031207616,0.00924856405508064,0.00832980063601885,0.016275415388662,0.00624108871813055,0.00871057007252043,0.00492027955601535,0.036405480669605,0.00773807628593511,0.0166859824126556,0.0356482524919689,0.014659697540914,0.00756292684480645,0.0104427684326227,0.00652178264187711,0.00706480642034102,0.0158460914035648,0.00470159081621378,0.0115340583104819,0.0777466044302312,0.00844367722615122,0.00680461864883934,0.00743267640890242,0.00764723495565683,0.00504961183703572,0.0057076765483661,0.00745762989151762,0.00535139357361426,0.0062669747868626,0.011298401475543,0.0112383591121835,0.00643038437773336,0.0227807699765568,0.00956680403808465,0.010707182549886
Madison,0.0270282571865973,0.017944352169654,0.00421329587286087,0.0121788225960471,0.0146789815970319,0.00771389907057524,0.00696866132604343,0.0168491475057073,0.00657850732780607,0.00614882310634882,0.00736056424036765,0.00756516310001572,0.00984032648969917,0.0126104821097936,0.01640370672064,0.00561397648868118,0.00665869917163244,0.00605981102467557,0.00561438260706027,0.0349117603392398,0.00594587575715362,0.00465124264874194,0.00453500505251328,0.0096884647097886,0.0417970698297846,0.00937190956232542,0.0222274450933267,0.00539056222570674,0.00550268430361151,0.00525034041219598,0.00445597375535026,0.00560262974909818,0.00553085981154816,0.00633340769759712,0.00824802713958197,0.0078195192830329,0.0150073148967456,0.00879498451075493,0.0208873361300446,0.0111727091998793,0.00695348967488578,0.0102362547299432,0.00731443940066841,0.0066282353875213,0.00523655529943841,0.00802598073609868,0.00741399805000513,0.0082478956853015,0.00425656190224928,0.0174713338592456,0.00783104834819332,0.00657380481138501,0.00527092010613941,0.00902771107490317,0.00617753502732944,0.00578034844185575,0.00651165955063463,0.0056459510405747,0.023147759259399,0.00424160024827767,0,0.0130092866781846,0.0189759545837751,0.0113119508679828,0.00810359099597098,0.00548318815393261,0.00646855181208325,0.0147232848416414,0.0115319852389291,0.0054460880188686,0.00499717675500263,0.0105018719707727,0.00650321141625697,0.0049214951634666,0.00822684716531366,0.0280806424691191,0.00808379704557004,0.0109880509242331,0.0171551887144297,0.0084555834692106,0.0046310073245181,0.0110889427635551,0.00461430453590349,0.0165091295469326,0.00889885562501201,0.0132280532875555,0.0250162431371396,0.00702046104569559,0.00960849802506642,0.0302336786305216,0.00670427792215001,0.0160272951896748,0.0104883302589579,0.00575436655546122,0.00462188154766875,0.00563784674409896,0.00571208238256906,0.00808893473946771
Mahaska,0.0089264953049441,0.00783250409460142,0.0051925606279386,0.0207872402885513,0.00710377658476109,0.0134522548541247,0.00944985527081625,0.00979862288043701,0.00815062523398199,0.00883576771459322,0.00529012003169139,0.00860342826484234,0.00652184817558769,0.00689160968741991,0.00736132716998794,0.00951669978231173,0.00676254513247474,0.00447400585672779,0.00651739853886104,0.0141811067969084,0.00463647646310633,0.00620410070424348,0.00688168873128526,0.00580553603585144,0.0112930431412055,0.0208310646092142,0.0125793795071246,0.00779999539785546,0.00946897362407208,0.00429619889921366,0.00621716170344833,0.00469377252527316,0.00727659657603638,0.00675239646214819,0.0083174658114137,0.00505918894226138,0.00802196755037802,0.0107160887525825,0.00845279615047849,0.00902998527137914,0.00621109405197814,0.0101994160494493,0.00475523914774475,0.0134023953085048,0.0059411945901743,0.00635599654907438,0.00503350484582322,0.018949230568328,0.00607779104796731,0.0268997153983902,0.0192825269909924,0.0130153004485083,0.00808117699060036,0.0295178518687261,0.00538851747855922,0.0098858965337259,0.0108733238491033,0.0100983924015343,0.0219974507391368,0.00342671581319876,0.0131716534222294,0,0.0388796602738365,0.0150003952115701,0.00509254244329542,0.0057902475979938,0.00443477599482451,0.0382535078164846,0.00628875935527809,0.00940975290359555,0.00400530799606908,0.00620019720086756,0.00515614209163168,0.0037438925807175,0.00594765299300798,0.0201527266661531,0.00505013717164138,0.0304220369900003,0.0090135299595039,0.00563167379728121,0.00713408595834236,0.00612533061292337,0.00362387954628041,0.0131516617037918,0.0144522599952931,0.00727124456906617,0.00954238629171185,0.013679505933309,0.0323888815315718,0.0209535928037414,0.0137770879818179,0.0158365915711532,0.00754898755445016,0.00530441750830457,0.00549232942604441,0.00408793468405089,0.00562364362651904,0.00698518641399301
Marion,0.0105763784969605,0.00884906133977402,0.00475114706353047,0.0164683077963129,0.00812149571389374,0.0113733864633634,0.00884168561492866,0.0120436449076898,0.0078234124383533,0.00786782540241695,0.00569036423746929,0.00868685632377593,0.00726874451266224,0.00784560393910524,0.00834571153501574,0.00752589204519356,0.00689689674883316,0.00471895903716376,0.00627151137794331,0.0175598624191547,0.00487161105861984,0.00551943839157471,0.00564236921212379,0.00639319416557002,0.0148906009588839,0.0137600294964052,0.0141089856967876,0.00677531654192488,0.00713348981041856,0.00445209203958663,0.00537319512441572,0.00487439220475137,0.00665033347111222,0.00676256583631084,0.0087657933520689,0.00529766994291217,0.00943592987856712,0.0109591201036708,0.010103962130532,0.0103190360977231,0.0065228473366551,0.0112754776052746,0.00505848633530262,0.00933774909241805,0.0057211764021011,0.00687745687794796,0.00541096781462338,0.0136119174859837,0.00514952621035124,0.0500579953977566,0.0120758230656189,0.00953693168685455,0.00676122922914835,0.0162050756813607,0.00561115711008672,0.00741395479108892,0.00900570825859963,0.00757936245424533,0.0276963754748927,0.00350583628758427,0.0179990269869975,0.0364234472419128,0,0.0164239658660988,0.00539138570571801,0.00572637675738182,0.00468748944285052,0.0285426831551718,0.00683710541604709,0.00724194980140901,0.0041443435099233,0.00659531987000855,0.00545370543162362,0.00387783711449626,0.00647941456900461,0.0389810062369798,0.00538177983214297,0.0231563834597007,0.00984318989232394,0.00614800521007327,0.00580496655898052,0.00679338984440737,0.00373368292504954,0.0170903860128186,0.0133280577060103,0.00783542368970861,0.0110085958140106,0.00959903122795737,0.0167335665364457,0.042499582123947,0.00982979480706654,0.0158081713602688,0.00851817569442778,0.00543868178012709,0.00514167644006047,0.00427929491919673,0.00568370734651844,0.00750847218773984
Marshall,0.00816374999331657,0.00691742150559137,0.00658179030691874,0.00866401855671842,0.00756070257664872,0.0191111674181189,0.0177912055529505,0.0144087663203095,0.015057337142139,0.0128964594232519,0.00669687714444946,0.0190235111319547,0.00867157047150731,0.00806410825882071,0.00697177631194097,0.00869855067907604,0.0119236364859055,0.00532098550730364,0.0104267970677516,0.00941559410833173,0.00587577299197261,0.00765522598066833,0.00633675790215374,0.0065152089473422,0.0119190248016312,0.00847476461726777,0.00815545964656707,0.00967600971226882,0.00637047101615992,0.00545282574520362,0.00688696462600088,0.00627718235312048,0.0106045068666835,0.0117904008010166,0.0179564037656228,0.00461764315248231,0.0101711053839846,0.0340277514143264,0.00916718250206413,0.0174563135042855,0.00994807832947787,0.0284942899721232,0.00492246730105505,0.00786663074718593,0.00905112219929854,0.00957557978710558,0.00587166251586902,0.0156563667022066,0.00615611022975299,0.0248592115684878,0.00924881701543491,0.0100545420935953,0.00873193306192108,0.0125755676452181,0.00786428770397292,0.00621141046160364,0.0128764639474817,0.00735687579624492,0.0107951884089887,0.00394338143590494,0.011090257810973,0.0145251298212262,0.016976054854832,0,0.00482644336247084,0.00904401389688621,0.00477933746170239,0.0110872454271874,0.00575939411983688,0.00750744891697325,0.00486769679437728,0.00536200880333579,0.0069519698960276,0.00420165692406106,0.00805667617835501,0.0178284082945748,0.00497605568177214,0.0235130462348289,0.00678945921352646,0.00690270662755674,0.00644325242796958,0.00648259075321796,0.00415048302916164,0.0264051079984066,0.0335029023584253,0.00597815142460968,0.00764269381910482,0.00729818000170367,0.0104827819245924,0.0163959672618551,0.00979977939693823,0.00834091787276472,0.0116835512764578,0.00785294106473512,0.00757326373222905,0.00453001744201875,0.00870919845532194,0.0118702208232273
Mills,0.0167305841920079,0.0207294039460283,0.00417759813117581,0.00772680115269648,0.0184312830685573,0.00578249747877968,0.00565189870636016,0.0101391742246308,0.00559232703309932,0.00518513507391127,0.00992628182819873,0.00619310999723524,0.0106024991762805,0.0144926369652251,0.0228747407459045,0.00479999129051593,0.00611728419814747,0.00990577160000185,0.00520367609710953,0.0111069401331416,0.00819330474563142,0.00437494589878232,0.00420797000724417,0.0168573395887595,0.0119399683189105,0.00666293391006168,0.0111481070758034,0.00475688264275206,0.00484784017257212,0.00714914965772703,0.00419910039824699,0.00692415514986185,0.00494170958772642,0.00580563280393783,0.00675368458840637,0.0590594396419168,0.0120741093425811,0.00652102949881982,0.0148092943791101,0.00825547574568689,0.00684929742866798,0.00733056308538196,0.0263973726105409,0.0053768153900537,0.00503090458733713,0.00809033814523109,0.0127035429975848,0.00591814128388436,0.00404833216397664,0.00806197084204873,0.00586946849380216,0.00525521245158456,0.00464537219779473,0.00620822214094527,0.00673433231491957,0.00507128404602363,0.00526323755562247,0.00484782668238835,0.00924064862137859,0.0071770986896919,0.0117271730459385,0.00727886503797275,0.00822566138312114,0.00712424592436328,0,0.00537948281813123,0.0165794059179559,0.00787984729206484,0.0377158069246481,0.00472379936792272,0.00750550718460934,0.0282207646449315,0.00791108196162111,0.00954364970624515,0.00940304594487236,0.00917577662344174,0.0625621450784006,0.00676026655117665,0.0143351481243589,0.0117765923247402,0.00426502933046933,0.0221773261556787,0.00814300315467177,0.00865564277558241,0.00627140204586335,0.0196019510453942,0.0151954598707045,0.00567753764895144,0.00650384355386093,0.00926805763468899,0.00531967715285047,0.00915673166532273,0.00909523663381172,0.00614632526683338,0.00453073591270305,0.0120201226127914,0.00577516125183008,0.00739680050907061
